Epoch	Stage	Loss	Sensitivity	Specificity	AUC - promoter active	AUC - nonpromoter active	AUC - promoter inactive	AUC - nonpromoter inactive
51	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.57, 0.50, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
51	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.57, 0.52, 0.49, 0.48	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
52	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.57, 0.50, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
52	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.57, 0.52, 0.49, 0.48	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
53	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.58, 0.50, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
53	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.58, 0.52, 0.49, 0.48	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
54	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.58, 0.50, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
54	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.58, 0.52, 0.49, 0.48	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
55	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.58, 0.50, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
55	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.58, 0.52, 0.49, 0.48	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
56	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.58, 0.50, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
56	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.58, 0.52, 0.49, 0.47	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
57	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.59, 0.50, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
57	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.58, 0.52, 0.49, 0.47	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
58	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.59, 0.50, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
58	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.58, 0.52, 0.48, 0.47	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
59	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.59, 0.50, 0.46, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
59	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.59, 0.52, 0.48, 0.47	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
60	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.60, 0.50, 0.46, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
60	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.59, 0.52, 0.48, 0.47	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
61	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.60, 0.50, 0.46, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
61	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.59, 0.52, 0.48, 0.47	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
62	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.60, 0.50, 0.46, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
62	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.59, 0.52, 0.48, 0.47	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
63	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.60, 0.50, 0.46, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
63	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.59, 0.52, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
64	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.60, 0.50, 0.45, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
64	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.60, 0.52, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
65	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.61, 0.50, 0.45, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
65	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.59, 0.52, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
66	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.61, 0.50, 0.45, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
66	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.60, 0.52, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
67	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.61, 0.50, 0.45, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
67	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.60, 0.52, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
68	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.61, 0.50, 0.45, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
68	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.60, 0.52, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
69	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.62, 0.50, 0.45, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
69	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.60, 0.52, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
70	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.62, 0.50, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
70	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.60, 0.52, 0.48, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
71	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.62, 0.50, 0.44, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
71	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.61, 0.52, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
72	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.62, 0.50, 0.44, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
72	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.61, 0.52, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
73	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.62, 0.50, 0.44, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
73	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.61, 0.52, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
74	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.62, 0.50, 0.44, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
74	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.61, 0.52, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
75	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.49, 0.44, 0.42	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
75	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.61, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
76	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.49, 0.43, 0.42	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
76	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.62, 0.52, 0.47, 0.46	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
77	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.49, 0.43, 0.42	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
77	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.61, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
78	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.49, 0.43, 0.42	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
78	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.62, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
79	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.49, 0.43, 0.41	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
79	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.62, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
80	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.49, 0.43, 0.41	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
80	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.62, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
81	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.49, 0.43, 0.41	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
81	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.62, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
82	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.49, 0.43, 0.41	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
82	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.62, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
83	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.49, 0.42, 0.41	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
83	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.62, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
84	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.49, 0.42, 0.41	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
84	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.62, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
85	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.49, 0.42, 0.40	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
85	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.62, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
86	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.49, 0.42, 0.40	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
86	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
87	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.49, 0.42, 0.40	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
87	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
88	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.65, 0.49, 0.42, 0.40	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
88	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.53, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
89	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.65, 0.49, 0.42, 0.40	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
89	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
90	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.65, 0.48, 0.42, 0.40	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
90	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
91	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.65, 0.48, 0.41, 0.39	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
91	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
92	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.65, 0.48, 0.41, 0.39	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
92	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
93	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.65, 0.48, 0.41, 0.39	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
93	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
94	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.65, 0.48, 0.41, 0.39	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
94	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
95	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.65, 0.48, 0.41, 0.39	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
95	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.47, 0.45	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
96	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.65, 0.48, 0.41, 0.39	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
96	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
97	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.65, 0.48, 0.41, 0.39	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
97	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
98	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.65, 0.48, 0.41, 0.38	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
98	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
99	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.65, 0.48, 0.41, 0.38	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
99	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
100	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.48, 0.41, 0.38	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
100	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
101	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.48, 0.40, 0.38	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
