Epoch	Stage	Loss	Sensitivity	Specificity	AUC - promoter active	AUC - nonpromoter active	AUC - promoter inactive	AUC - nonpromoter inactive
51	train	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.29, 0.32, 0.27, 0.27	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
51	valid	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.34, 0.35, 0.32, 0.34	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
52	train	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.29, 0.33, 0.27, 0.27	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
52	valid	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.34, 0.35, 0.33, 0.34	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
53	train	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.30, 0.34, 0.29, 0.28	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
53	valid	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.35, 0.36, 0.34, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
54	train	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.31, 0.35, 0.30, 0.30	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
54	valid	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.36, 0.37, 0.35, 0.36	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
55	train	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.33, 0.36, 0.31, 0.31	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
55	valid	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.37, 0.37, 0.36, 0.37	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
56	train	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.34, 0.37, 0.33, 0.33	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
56	valid	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.39, 0.39, 0.38, 0.39	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
57	train	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.37, 0.39, 0.35, 0.36	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
57	valid	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.41, 0.41, 0.40, 0.42	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
58	train	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.40, 0.42, 0.39, 0.40	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
58	valid	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.43, 0.43, 0.43, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
59	train	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.44, 0.46, 0.43, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
59	valid	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.48, 0.47, 0.47, 0.49	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
60	train	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.51, 0.51, 0.51, 0.52	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
60	valid	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.53, 0.52, 0.53, 0.55	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
61	train	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.60, 0.59, 0.60, 0.62	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
61	valid	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.60, 0.58, 0.60, 0.62	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
62	train	1.04, 1.54, 1.54, 1.54	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.68, 0.65, 0.69, 0.70	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
62	valid	1.04, 1.54, 1.53, 1.53	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.66, 0.63, 0.67, 0.68	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
63	train	1.04, 1.53, 1.53, 1.53	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.74, 0.70, 0.75, 0.76	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
63	valid	1.04, 1.53, 1.53, 1.53	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.70, 0.67, 0.71, 0.73	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
64	train	1.04, 1.53, 1.52, 1.52	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.77, 0.72, 0.79, 0.80	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
64	valid	1.04, 1.53, 1.52, 1.52	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.72, 0.69, 0.74, 0.74	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
65	train	1.05, 1.51, 1.50, 1.50	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.78, 0.73, 0.81, 0.81	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
65	valid	1.05, 1.52, 1.51, 1.51	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.73, 0.70, 0.75, 0.75	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
66	train	1.07, 1.49, 1.47, 1.47	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.79, 0.75, 0.82, 0.82	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
66	valid	1.06, 1.50, 1.49, 1.49	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.74, 0.71, 0.75, 0.76	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
67	train	1.08, 1.47, 1.45, 1.45	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.81, 0.76, 0.83, 0.83	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
67	valid	1.08, 1.48, 1.47, 1.47	1.00, 0.00, 0.00, 0.00	0.00, 1.00, 1.00, 1.00	0.76, 0.73, 0.77, 0.78	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
68	train	1.10, 1.45, 1.43, 1.43	0.98, 0.00, 0.00, 0.31	0.26, 1.00, 1.00, 0.84	0.83, 0.79, 0.85, 0.85	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.65, 0.57, 0.51, 0.58
68	valid	1.09, 1.47, 1.45, 1.45	0.99, 0.00, 0.00, 0.25	0.21, 1.00, 1.00, 0.88	0.78, 0.75, 0.79, 0.80	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.63, 0.55, 0.50, 0.57
69	train	1.12, 1.44, 1.42, 1.41	0.96, 0.00, 0.00, 0.53	0.46, 1.00, 1.00, 0.70	0.85, 0.81, 0.86, 0.86	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.77, 0.60, 0.51, 0.63
69	valid	1.10, 1.46, 1.45, 1.44	0.98, 0.00, 0.00, 0.35	0.30, 1.00, 1.00, 0.83	0.80, 0.77, 0.81, 0.82	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.71, 0.56, 0.51, 0.60
70	train	1.12, 1.43, 1.42, 1.40	0.94, 0.00, 0.00, 0.64	0.58, 1.00, 1.00, 0.61	0.86, 0.83, 0.88, 0.88	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.83, 0.60, 0.52, 0.65
70	valid	1.11, 1.45, 1.44, 1.42	0.97, 0.00, 0.00, 0.46	0.41, 1.00, 1.00, 0.75	0.82, 0.80, 0.82, 0.84	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.78, 0.58, 0.52, 0.64
71	train	1.13, 1.43, 1.42, 1.38	0.93, 0.00, 0.00, 0.73	0.67, 1.00, 1.00, 0.54	0.87, 0.85, 0.88, 0.89	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.87, 0.61, 0.52, 0.66
71	valid	1.10, 1.45, 1.44, 1.41	0.96, 0.00, 0.00, 0.51	0.45, 1.00, 1.00, 0.73	0.83, 0.81, 0.84, 0.85	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.81, 0.58, 0.52, 0.65
72	train	1.13, 1.42, 1.42, 1.37	0.92, 0.00, 0.00, 0.78	0.72, 1.00, 1.00, 0.50	0.89, 0.86, 0.89, 0.90	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.89, 0.62, 0.53, 0.68
72	valid	1.11, 1.44, 1.44, 1.39	0.95, 0.00, 0.00, 0.60	0.53, 1.00, 1.00, 0.68	0.85, 0.83, 0.85, 0.87	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.83, 0.58, 0.53, 0.66
73	train	1.13, 1.42, 1.42, 1.36	0.91, 0.00, 0.00, 0.81	0.77, 1.00, 1.00, 0.47	0.89, 0.88, 0.90, 0.91	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.91, 0.62, 0.53, 0.68
73	valid	1.12, 1.44, 1.43, 1.38	0.93, 0.00, 0.00, 0.67	0.60, 1.00, 1.00, 0.63	0.86, 0.85, 0.86, 0.88	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.86, 0.58, 0.54, 0.68
74	train	1.13, 1.42, 1.42, 1.35	0.90, 0.00, 0.00, 0.85	0.80, 1.00, 1.00, 0.44	0.90, 0.89, 0.91, 0.92	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.92, 0.63, 0.54, 0.69
74	valid	1.12, 1.43, 1.43, 1.37	0.93, 0.00, 0.00, 0.71	0.66, 1.00, 1.00, 0.59	0.88, 0.86, 0.88, 0.90	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.89, 0.59, 0.55, 0.69
75	train	1.13, 1.42, 1.42, 1.34	0.90, 0.00, 0.00, 0.88	0.83, 1.00, 1.00, 0.42	0.92, 0.90, 0.92, 0.93	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.62, 0.54, 0.70
75	valid	1.12, 1.43, 1.43, 1.36	0.92, 0.00, 0.00, 0.75	0.69, 1.00, 1.00, 0.56	0.90, 0.88, 0.90, 0.92	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.91, 0.60, 0.56, 0.71
76	train	1.13, 1.42, 1.42, 1.33	0.90, 0.00, 0.00, 0.90	0.86, 1.00, 1.00, 0.40	0.92, 0.91, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.95, 0.62, 0.55, 0.70
76	valid	1.12, 1.43, 1.42, 1.34	0.91, 0.00, 0.00, 0.81	0.75, 1.00, 1.00, 0.52	0.90, 0.88, 0.90, 0.92	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.92, 0.61, 0.56, 0.71
77	train	1.12, 1.42, 1.42, 1.33	0.90, 0.00, 0.00, 0.92	0.87, 1.00, 1.00, 0.39	0.93, 0.91, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.95, 0.63, 0.55, 0.71
77	valid	1.11, 1.43, 1.43, 1.34	0.91, 0.00, 0.00, 0.81	0.76, 1.00, 1.00, 0.52	0.90, 0.89, 0.90, 0.92	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.92, 0.61, 0.56, 0.72
78	train	1.12, 1.42, 1.42, 1.32	0.90, 0.00, 0.00, 0.92	0.88, 1.00, 1.00, 0.38	0.93, 0.91, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.95, 0.63, 0.56, 0.71
78	valid	1.11, 1.43, 1.43, 1.34	0.91, 0.00, 0.00, 0.82	0.76, 1.00, 1.00, 0.52	0.91, 0.89, 0.91, 0.93	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.92, 0.62, 0.57, 0.72
79	train	1.12, 1.42, 1.42, 1.31	0.90, 0.00, 0.00, 0.93	0.89, 1.00, 1.00, 0.38	0.93, 0.91, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.95, 0.64, 0.56, 0.71
79	valid	1.11, 1.43, 1.43, 1.33	0.91, 0.00, 0.00, 0.84	0.78, 1.00, 1.00, 0.51	0.91, 0.89, 0.91, 0.93	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.62, 0.57, 0.73
80	train	1.11, 1.42, 1.42, 1.31	0.90, 0.00, 0.00, 0.93	0.89, 1.00, 1.00, 0.38	0.93, 0.92, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.65, 0.56, 0.72
80	valid	1.11, 1.43, 1.43, 1.33	0.91, 0.00, 0.00, 0.84	0.78, 1.00, 1.00, 0.51	0.91, 0.89, 0.91, 0.93	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.63, 0.57, 0.73
81	train	1.11, 1.43, 1.42, 1.31	0.90, 0.00, 0.00, 0.94	0.90, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.65, 0.56, 0.72
81	valid	1.11, 1.43, 1.43, 1.32	0.91, 0.00, 0.00, 0.86	0.80, 1.00, 1.00, 0.49	0.91, 0.89, 0.91, 0.93	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.64, 0.57, 0.73
82	train	1.11, 1.43, 1.43, 1.30	0.90, 0.00, 0.00, 0.94	0.90, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.66, 0.56, 0.72
82	valid	1.11, 1.43, 1.43, 1.32	0.90, 0.00, 0.00, 0.87	0.82, 1.00, 1.00, 0.48	0.91, 0.89, 0.91, 0.93	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.64, 0.57, 0.73
83	train	1.11, 1.43, 1.43, 1.30	0.89, 0.00, 0.00, 0.95	0.90, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.67, 0.56, 0.73
83	valid	1.11, 1.43, 1.43, 1.31	0.90, 0.00, 0.00, 0.87	0.82, 1.00, 1.00, 0.48	0.91, 0.89, 0.91, 0.93	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.64, 0.57, 0.73
84	train	1.11, 1.43, 1.43, 1.29	0.89, 0.00, 0.00, 0.95	0.91, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.67, 0.57, 0.73
84	valid	1.10, 1.43, 1.43, 1.31	0.90, 0.00, 0.00, 0.87	0.82, 1.00, 1.00, 0.48	0.91, 0.90, 0.92, 0.93	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.64, 0.57, 0.74
85	train	1.11, 1.43, 1.43, 1.29	0.90, 0.00, 0.00, 0.95	0.91, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.67, 0.57, 0.73
85	valid	1.11, 1.43, 1.43, 1.30	0.89, 0.00, 0.00, 0.91	0.86, 1.00, 1.00, 0.45	0.92, 0.90, 0.92, 0.93	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.65, 0.57, 0.74
86	train	1.11, 1.43, 1.43, 1.29	0.89, 0.00, 0.00, 0.95	0.91, 1.00, 1.00, 0.36	0.93, 0.92, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.68, 0.57, 0.73
86	valid	1.11, 1.43, 1.43, 1.30	0.90, 0.00, 0.00, 0.89	0.84, 1.00, 1.00, 0.46	0.92, 0.90, 0.92, 0.93	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.65, 0.57, 0.74
87	train	1.10, 1.43, 1.43, 1.28	0.90, 0.00, 0.00, 0.95	0.91, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.68, 0.57, 0.73
87	valid	1.10, 1.44, 1.43, 1.31	0.91, 0.00, 0.00, 0.88	0.81, 1.00, 1.00, 0.49	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.65, 0.57, 0.74
88	train	1.10, 1.43, 1.43, 1.28	0.90, 0.00, 0.00, 0.95	0.91, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.68, 0.57, 0.74
88	valid	1.10, 1.43, 1.43, 1.30	0.90, 0.00, 0.00, 0.89	0.83, 1.00, 1.00, 0.47	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.65, 0.57, 0.74
89	train	1.10, 1.43, 1.43, 1.28	0.90, 0.00, 0.00, 0.95	0.91, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.69, 0.57, 0.74
89	valid	1.10, 1.43, 1.43, 1.30	0.90, 0.00, 0.00, 0.90	0.84, 1.00, 1.00, 0.46	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.66, 0.57, 0.74
90	train	1.10, 1.43, 1.43, 1.28	0.90, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.36	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.69, 0.57, 0.74
90	valid	1.10, 1.44, 1.43, 1.30	0.91, 0.00, 0.00, 0.90	0.84, 1.00, 1.00, 0.47	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.66, 0.58, 0.74
91	train	1.10, 1.43, 1.43, 1.28	0.90, 0.00, 0.00, 0.95	0.91, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.69, 0.57, 0.74
91	valid	1.11, 1.43, 1.43, 1.29	0.90, 0.00, 0.00, 0.91	0.85, 1.00, 1.00, 0.46	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.67, 0.58, 0.75
92	train	1.10, 1.43, 1.43, 1.27	0.90, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.36	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.70, 0.58, 0.74
92	valid	1.10, 1.44, 1.43, 1.29	0.91, 0.00, 0.00, 0.90	0.84, 1.00, 1.00, 0.47	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.67, 0.58, 0.75
93	train	1.10, 1.43, 1.43, 1.27	0.90, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.36	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.70, 0.58, 0.74
93	valid	1.11, 1.43, 1.43, 1.29	0.90, 0.00, 0.00, 0.92	0.86, 1.00, 1.00, 0.45	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.67, 0.58, 0.75
94	train	1.10, 1.43, 1.43, 1.27	0.90, 0.00, 0.00, 0.96	0.92, 1.00, 1.00, 0.36	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.70, 0.58, 0.75
94	valid	1.09, 1.44, 1.43, 1.30	0.92, 0.00, 0.00, 0.87	0.80, 1.00, 1.00, 0.50	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.67, 0.57, 0.74
95	train	1.10, 1.43, 1.43, 1.27	0.90, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.70, 0.58, 0.75
95	valid	1.10, 1.43, 1.43, 1.29	0.90, 0.00, 0.00, 0.92	0.86, 1.00, 1.00, 0.46	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.68, 0.58, 0.75
96	train	1.10, 1.43, 1.43, 1.27	0.90, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.71, 0.58, 0.75
96	valid	1.10, 1.43, 1.43, 1.29	0.91, 0.00, 0.00, 0.90	0.84, 1.00, 1.00, 0.47	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.68, 0.58, 0.75
97	train	1.10, 1.43, 1.43, 1.27	0.90, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.71, 0.58, 0.75
97	valid	1.10, 1.43, 1.43, 1.29	0.91, 0.00, 0.00, 0.91	0.85, 1.00, 1.00, 0.47	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.68, 0.58, 0.75
98	train	1.10, 1.43, 1.43, 1.27	0.90, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.72, 0.58, 0.75
98	valid	1.10, 1.43, 1.43, 1.29	0.91, 0.00, 0.00, 0.89	0.82, 1.00, 1.00, 0.49	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.68, 0.58, 0.75
99	train	1.10, 1.43, 1.44, 1.26	0.90, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.72, 0.58, 0.75
99	valid	1.10, 1.43, 1.43, 1.29	0.91, 0.00, 0.00, 0.91	0.84, 1.00, 1.00, 0.47	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.69, 0.58, 0.75
100	train	1.10, 1.43, 1.44, 1.26	0.90, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.72, 0.58, 0.75
100	valid	1.10, 1.43, 1.43, 1.29	0.90, 0.00, 0.00, 0.91	0.85, 1.00, 1.00, 0.46	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.69, 0.58, 0.75
101	train	1.10, 1.43, 1.44, 1.26	0.90, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.72, 0.58, 0.75
